compound,solvent,lambda_max,source
FC(F)(F)c1cc(cc(C(F)(F)F)c1)N=Nc2c3cccnc3c(cc2)O,CCO,417.0,photoswitch
c1ccccc1N=Nc2ccc(cc2)OC,CCO,345.0,photoswitch
c1cc(ccc1CCCC)N=Nc2ccc(cc2)N(CCO)CCO,CCO,410.0,photoswitch
C1CCN(C1)c2ccccc2N=Nc3cccn3C,CS(=O)C,361.0,photoswitch
c1cc(N=Nc2c(cccc2)F)c(cc1N(CCO)CCC#N)C,CCO,417.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)C)N(CC)CC,CCO,407.0,photoswitch
O=S(=O)(OCCNc1c(C#N)cc(N=Nc2c(cc(cc2C#N)[N+](=O)[O-])Br)s1)C,CCO,593.0,photoswitch
c1cc(ccc1C(=O)O)N=NC=2C(C)=C(C(N(CC)C=2NCCCOC)=O)C#N,CCO,436.0,photoswitch
c1(cc(ccc1N=Nc2cc(OC)ccc2)NCCC#N)C,CCO,394.0,photoswitch
Clc1cc(cc(Cl)c1N=Nc2c(Cl)cccc2Cl)OC(=O)C,CS(=O)C,295.0,photoswitch
FC(F)(F)c1cc(ccc1)N=Nc2c(n[nH]c2C)C,CC#N,332.0,photoswitch
c1ccsc1N=Nc2cc(OC)ccc2,CC#N,364.0,photoswitch
C(C)N(CC)OOSc1cc(c(OC)cc1)N=Nc2c(ccc3ccccc23)O,CCO,492.0,photoswitch
c1cc(ccc1N=Nc2cc3c4N(CCc4c2)CCC3)C(C)=O,CCO,482.0,photoswitch
c1cc(ccc1N=NC=2C(c3ccccc3)=C(C(=O)NC=2O)C#N)C4NC(=O)NC(C)=C4C(OCC)=O,CCO,443.0,photoswitch
FC(F)(F)c1ccccc1N=Nc2ccc(cc2)N(CC)CCC#N,CCO,416.0,photoswitch
c1(cc(cc(F)c1)N=Nc2c(n[nH]c2C)C)F,CC#N,334.0,photoswitch
Fc1c(F)c(c(c(F)c1N=Nc2c(F)c(c(c(c2NCCO)F)F)F)F)F,CCO,323.0,photoswitch
CCN(CC)c1cc(O)c(N=Nc2c(OC)ccc(SOON(CC)CC)c2)cc1,CCO,467.0,photoswitch
c1cc(ccc1N=Nc2sc(c(C(OCC)=O)c2-c3ccccc3)NCCBr)C#N,CCO,480.0,photoswitch
c1ccccc1N=Nc2c(ccc(c2)C)OC,CCO,360.0,photoswitch
Fc1c(F)c(c(F)c(F)c1SCCS)N=Nc2ccc(cc2)N(C)C,CCO,448.0,photoswitch
c1cccc(c1N=Nc2c(C)[nH]nc2C)C,CC#N,336.0,photoswitch
COc1c(ccc(OC)c1)N=Nc2c(OC)cc(OC)cc2,CCO,370.0,photoswitch
c1cc(ccc1N=Nc2c(cc([N+](=O)[O-])cc2)[N+](=O)[O-])N(CC)CC,CCO,530.0,photoswitch
c1ccccc1N=Nc2cc(C)ccc2,CCO,322.0,photoswitch
c1cc(ccc1N=Nc2ccc3c(CCCN3)c2)Cl,CCO,434.0,photoswitch
c1nc2c(cc1)c(N=Nc3c(Cl)cc(cc3)Cl)ccc2O,CCO,399.0,photoswitch
c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(cc3Br)[N+]([O-])=O)C#N)C(OCC)=O,CCO,558.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2ccc(cc2)N(CCC#N)CC,CO,416.0,photoswitch
c1cc(ccc1C(=O)C)N=Nc2ccc(cc2)N(CCCl)CCCl,CCO,435.0,photoswitch
C(C)N(CC)c1ccc(cc1)N=Nc2ccc(c(C#N)c2)C#N,CCO,500.0,photoswitch
CC(C)OCCCN1C(NCCCOC)=C(C(=C(C1=O)C#N)C)N=Nc2c(C(=O)OC)cccc2,CCO,425.0,photoswitch
c1cc(ccc1)N=Nc2ccc(cc2)NC(=O)C,CCO,348.0,photoswitch
c1cc(ccc1)N=Nc2nn(C)nn2,CC#N,310.0,photoswitch
c1cc(ccc1N=NC2=C(O)N(CCC)C(=O)C(C#N)=C2C)C3NC(=O)NC(C)=C3C(OCC)=O,CCO,442.0,photoswitch
c1(C)[nH]nc(C)c1N=Nc2ccccc2O,CC#N,332.0,photoswitch
C(C#N)CN(CCC#N)c1ccc(cc1)N=Nc2ccccc2,CCO,382.0,photoswitch
c1cc(ccc1N=Nc2c(C)c(C#N)c(NCCCOC)nc2NCCCOC)C(O)=O,CCO,446.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2C)NCCC#N)NC(=O)C,CCO,403.0,photoswitch
CCN(CC)c1ccc(N=Nc2nnc(C)s2)c(O)c1,CCO,503.0,photoswitch
c1cc(ccc1N(CC)CCC#N)N=Nc2ccccc2C#N,CO,434.0,photoswitch
C1CCN(C1)c2ccccc2N=Nc3c(C)onc3C,CS(=O)C,315.0,photoswitch
c1cc(ccc1C(C)=O)N=Nc2cc3CCCN(CCC#N)c3cc2,CCO,448.0,photoswitch
c1c(NCCC#N)ccc(c1C)N=Nc2c(C#N)cccc2,CCO,429.0,photoswitch
c1cc(ccc1O)N=Nc2ccc(cc2)N,CCO,385.0,photoswitch
FC(F)(F)c1c(c(cc(c1)[N+]([O-])=O))N=Nc2sc(c(c2C)C(N)=O)NCCOS(=O)(=O)C,CCO,440.0,photoswitch
c1cc(ccc1N=Nc2cc(Cl)ccc2Cl)O,CCO,370.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2ccc(NCCC#N)cc2C,CCO,411.0,photoswitch
c1cc(ccc1N(C)C)N=Nc2c(cc([N+](=O)[O-])cc2)[N+](=O)[O-],CCO,516.0,photoswitch
c1cc(ccc1C(=O)C)N=Nc2ccc(cc2)N(CC)C,CCO,454.0,photoswitch
c1c(NCCC#N)ccc(c1C)N=Nc2c(cccc2)F,CCO,404.0,photoswitch
CCN(CC)c1ccc(N=Nc2ccc(cc2OC)[N+](=O)[O-])c(O)c1,CCO,485.0,photoswitch
c1ccccc1N=Nc2ccc(cc2)OC#CC#CC#C,CCO,346.0,photoswitch
c1cc(ccc1N=Nc2c(cc(Br)cc2))N(C)C,CCO,419.0,photoswitch
Brc1cc(cc(Br)c1N=Nc2c(C)c(c(NCCOS(=O)(=O)C)s2)C#N)[N+]([O-])=O,CCO,600.0,photoswitch
c1cc(ccc1N(CC)CC)N=Nc2c(cccc2C#N)C#N,CCO,503.0,photoswitch
c1cc(ccc1N(C)C)N=Nc2c(C)cccc2,CCO,407.0,photoswitch
FC(F)(F)c1cccc(N=Nc2c(noc2C)C)c1,CC#N,314.0,photoswitch
O=S(=O)(SCCOC(Nc1ccc(cc1)N=Nc2ccc(cc2)NC(=O)OCCSS(=O)(=O)C)=O)C,O,372.0,photoswitch
